code,kind,level,depth,name,has_link,group_path
PRCG20_2202230002,domestic_tax,小類別,2,都市ガス,False,電力・都市ガス・水道>電力・都市ガス・水道
PRCG20_2202240002,domestic_tax,商品群,3,都市ガス,False,電力・都市ガス・水道>電力・都市ガス・水道>都市ガス
PRCG20_2202250002,domestic_tax,品目,4,都市ガス,True,電力・都市ガス・水道>電力・都市ガス・水道>都市ガス>都市ガス
PRCG20_2202230003,domestic_tax,小類別,2,水道,False,電力・都市ガス・水道>電力・都市ガス・水道
PRCG20_2202240003,domestic_tax,商品群,3,上水道・簡易水道,False,電力・都市ガス・水道>電力・都市ガス・水道>水道
PRCG20_2202250003,domestic_tax,品目,4,上水道,True,電力・都市ガス・水道>電力・都市ガス・水道>水道>上水道・簡易水道
PRCG20_2202240004,domestic_tax,商品群,3,工業用水,False,電力・都市ガス・水道>電力・都市ガス・水道>水道
PRCG20_2202250004,domestic_tax,品目,4,工業用水,True,電力・都市ガス・水道>電力・都市ガス・水道>水道>工業用水
PRCG20_2202310001,domestic_tax,大類別,0,スクラップ類,False,
PRCG20_2202320001,domestic_tax,類別,1,スクラップ類,False,スクラップ類
PRCG20_2202330001,domestic_tax,小類別,2,スクラップ類,False,スクラップ類>スクラップ類
PRCG20_2202340001,domestic_tax,商品群,3,古紙,False,スクラップ類>スクラップ類>スクラップ類
PRCG20_2202350001,domestic_tax,品目,4,古紙,True,スクラップ類>スクラップ類>スクラップ類>古紙
PRCG20_2202340002,domestic_tax,商品群,3,鉄屑,False,スクラップ類>スクラップ類>スクラップ類
PRCG20_2202350002,domestic_tax,品目,4,鉄屑,True,スクラップ類>スクラップ類>スクラップ類>鉄屑
PRCG20_2202340003,domestic_tax,商品群,3,非鉄金属屑,False,スクラップ類>スクラップ類>スクラップ類
PRCG20_2202350003,domestic_tax,品目,4,銅・アルミニウム屑,True,スクラップ類>スクラップ類>スクラップ類>非鉄金属屑
PRCG20_22G2200000,domestic_tax,(参考)夏季電力料金調整後,0,総平均,False,
PRCG20_22G2220001,domestic_tax,(参考)夏季電力料金調整後,0,類別/_電力・都市ガス・水道,False,
PRCG20_22G2230001,domestic_tax,(参考)夏季電力料金調整後,0,小類別/__電力,False,
PRCG20_2400000000,export_yen,総平均,0,総平均,False,
PRCG20_2400120001,export_yen,類別,1,繊維品,False,総平均
PRCG20_2400130001,export_yen,小類別,2,繊維製品,False,総平均>繊維品
PRCG20_2400140001,export_yen,商品群,3,織物,False,総平均>繊維品>繊維製品
PRCG20_2400150001,export_yen,品目,4,織物,True,総平均>繊維品>繊維製品>織物
PRCG20_2400140002,export_yen,商品群,3,その他の繊維工業製品,False,総平均>繊維品>繊維製品
PRCG20_2400150002,export_yen,品目,4,フェルト生地・不織布,True,総平均>繊維品>繊維製品>その他の繊維工業製品
PRCG20_2400220001,export_yen,類別,1,化学製品,False,総平均
PRCG20_2400230001,export_yen,小類別,2,化学製品,False,総平均>化学製品
PRCG20_2400240001,export_yen,商品群,3,ソーダ工業製品,False,総平均>化学製品>化学製品
PRCG20_2400250001,export_yen,品目,4,か性ソーダ,True,総平均>化学製品>化学製品>ソーダ工業製品
PRCG20_2400240002,export_yen,商品群,3,無機顔料,False,総平均>化学製品>化学製品
PRCG20_2400250002,export_yen,品目,4,酸化チタン,True,総平均>化学製品>化学製品>無機顔料
PRCG20_2400240003,export_yen,商品群,3,その他の無機化学工業製品,False,総平均>化学製品>化学製品
PRCG20_2400250003,export_yen,品目,4,二酸化けい素,True,総平均>化学製品>化学製品>その他の無機化学工業製品
PRCG20_2400240004,export_yen,商品群,3,石油化学基礎製品,False,総平均>化学製品>化学製品
PRCG20_2400250004,export_yen,品目,4,エチレン,True,総平均>化学製品>化学製品>石油化学基礎製品
PRCG20_2400250005,export_yen,品目,4,プロピレン,True,総平均>化学製品>化学製品>石油化学基礎製品
PRCG20_2400240005,export_yen,商品群,3,石油化学系芳香族製品,False,総平均>化学製品>化学製品
PRCG20_2400250006,export_yen,品目,4,ベンゼン,True,総平均>化学製品>化学製品>石油化学系芳香族製品
PRCG20_2400250007,export_yen,品目,4,トルエン,True,総平均>化学製品>化学製品>石油化学系芳香族製品
PRCG20_2400240006,export_yen,商品群,3,脂肪族中間物,False,総平均>化学製品>化学製品
PRCG20_2400250008,export_yen,品目,4,塩化ビニルモノマー,True,総平均>化学製品>化学製品>脂肪族中間物
PRCG20_2400250009,export_yen,品目,4,メチルメタクリレート,True,総平均>化学製品>化学製品>脂肪族中間物
PRCG20_2400240007,export_yen,商品群,3,環式中間物・合成染料・有機顔料,False,総平均>化学製品>化学製品
PRCG20_2400250010,export_yen,品目,4,スチレンモノマー,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250011,export_yen,品目,4,トルイレンジイソシアネート,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250012,export_yen,品目,4,カプロラクタム,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250013,export_yen,品目,4,フェノール・ビスフェノールＡ,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250014,export_yen,品目,4,ジフェニルメタンジイソシアネート,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250015,export_yen,品目,4,パラキシレン,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400250016,export_yen,品目,4,合成染料,True,総平均>化学製品>化学製品>環式中間物・合成染料・有機顔料
PRCG20_2400240008,export_yen,商品群,3,合成ゴム,False,総平均>化学製品>化学製品
PRCG20_2400250017,export_yen,品目,4,合成ゴム,True,総平均>化学製品>化学製品>合成ゴム
PRCG20_2400240009,export_yen,商品群,3,熱硬化性樹脂,False,総平均>化学製品>化学製品
PRCG20_2400250018,export_yen,品目,4,フェノール樹脂,True,総平均>化学製品>化学製品>熱硬化性樹脂
PRCG20_2400250019,export_yen,品目,4,エポキシ樹脂,True,総平均>化学製品>化学製品>熱硬化性樹脂
PRCG20_2400250020,export_yen,品目,4,シリコーン,True,総平均>化学製品>化学製品>熱硬化性樹脂
PRCG20_2400240010,export_yen,商品群,3,熱可塑性樹脂,False,総平均>化学製品>化学製品
PRCG20_2400250021,export_yen,品目,4,ポリエチレン,False,総平均>化学製品>化学製品>熱可塑性樹脂
PRCG20_2400250022,export_yen,品目,4,ポリスチレン,False,総平均>化学製品>化学製品>熱可塑性樹脂
PRCG20_2400250023,export_yen,品目,4,ポリプロピレン,True,総平均>化学製品>化学製品>熱可塑性樹脂
PRCG20_2400250024,export_yen,品目,4,塩化ビニル樹脂,True,総平均>化学製品>化学製品>熱可塑性樹脂
PRCG20_2400240011,export_yen,商品群,3,高機能性樹脂,False,総平均>化学製品>化学製品
PRCG20_2400250025,export_yen,品目,4,飽和ポリエステル樹脂,True,総平均>化学製品>化学製品>高機能性樹脂
PRCG20_2400250026,export_yen,品目,4,ポリアミド樹脂,True,総平均>化学製品>化学製品>高機能性樹脂
PRCG20_2400250027,export_yen,品目,4,ポリカーボネート,True,総平均>化学製品>化学製品>高機能性樹脂
PRCG20_2400240012,export_yen,商品群,3,その他の合成樹脂,False,総平均>化学製品>化学製品
PRCG20_2400250028,export_yen,品目,4,ポリビニルアルコール,True,総平均>化学製品>化学製品>その他の合成樹脂
PRCG20_2400250029,export_yen,品目,4,フッ素樹脂,True,総平均>化学製品>化学製品>その他の合成樹脂
PRCG20_2400240013,export_yen,商品群,3,化学繊維,False,総平均>化学製品>化学製品
PRCG20_2400250030,export_yen,品目,4,化学繊維,True,総平均>化学製品>化学製品>化学繊維
PRCG20_2400240014,export_yen,商品群,3,医薬品,False,総平均>化学製品>化学製品
PRCG20_2400250031,export_yen,品目,4,医薬品（除動物用）,True,総平均>化学製品>化学製品>医薬品
PRCG20_2400240015,export_yen,商品群,3,油脂加工製品・界面活性剤,False,総平均>化学製品>化学製品
PRCG20_2400250032,export_yen,品目,4,界面活性剤,True,総平均>化学製品>化学製品>油脂加工製品・界面活性剤
PRCG20_2400240016,export_yen,商品群,3,化粧品・歯磨,False,総平均>化学製品>化学製品
PRCG20_2400250033,export_yen,品目,4,化粧品・歯磨,True,総平均>化学製品>化学製品>化粧品・歯磨
PRCG20_2400240017,export_yen,商品群,3,塗料,False,総平均>化学製品>化学製品
PRCG20_2400250034,export_yen,品目,4,塗料,True,総平均>化学製品>化学製品>塗料
PRCG20_2400240018,export_yen,商品群,3,印刷インキ,False,総平均>化学製品>化学製品
PRCG20_2400250035,export_yen,品目,4,印刷インキ,True,総平均>化学製品>化学製品>印刷インキ
PRCG20_2400240019,export_yen,商品群,3,農薬,False,総平均>化学製品>化学製品
PRCG20_2400250036,export_yen,品目,4,農薬,True,総平均>化学製品>化学製品>農薬
PRCG20_2400240020,export_yen,商品群,3,ゼラチン・接着剤,False,総平均>化学製品>化学製品
PRCG20_2400250037,export_yen,品目,4,接着剤,True,総平均>化学製品>化学製品>ゼラチン・接着剤
PRCG20_2400240021,export_yen,商品群,3,写真感光材料,False,総平均>化学製品>化学製品
PRCG20_2400250038,export_yen,品目,4,写真感光材料,True,総平均>化学製品>化学製品>写真感光材料
PRCG20_2400240022,export_yen,商品群,3,その他の化学最終製品,False,総平均>化学製品>化学製品
PRCG20_2400250039,export_yen,品目,4,触媒,False,総平均>化学製品>化学製品>その他の化学最終製品
PRCG20_2400250040,export_yen,品目,4,香料,True,総平均>化学製品>化学製品>その他の化学最終製品
PRCG20_2400320001,export_yen,類別,1,金属・同製品,False,総平均
PRCG20_2400330001,export_yen,小類別,2,鉄鋼,False,総平均>金属・同製品
PRCG20_2400340001,export_yen,商品群,3,フェロアロイ,False,総平均>金属・同製品>鉄鋼
PRCG20_2400350001,export_yen,品目,4,フェロニッケル,True,総平均>金属・同製品>鉄鋼>フェロアロイ
PRCG20_2400340002,export_yen,商品群,3,熱間圧延鋼材,False,総平均>金属・同製品>鉄鋼
PRCG20_2400350002,export_yen,品目,4,普通鋼半製品,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350003,export_yen,品目,4,形鋼,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350004,export_yen,品目,4,線材,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350005,export_yen,品目,4,厚中板,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350006,export_yen,品目,4,熱延広幅帯鋼,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350007,export_yen,品目,4,構造用鋼,True,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400350008,export_yen,品目,4,特殊用途鋼,False,総平均>金属・同製品>鉄鋼>熱間圧延鋼材
PRCG20_2400340003,export_yen,商品群,3,鋼管,False,総平均>金属・同製品>鉄鋼
PRCG20_2400350009,export_yen,品目,4,普通鋼鋼管,True,総平均>金属・同製品>鉄鋼>鋼管
PRCG20_2400350010,export_yen,品目,4,ステンレス鋼管,True,総平均>金属・同製品>鉄鋼>鋼管
PRCG20_2400340004,export_yen,商品群,3,冷間仕上鋼材,False,総平均>金属・同製品>鉄鋼
PRCG20_2400350011,export_yen,品目,4,磨棒鋼,True,総平均>金属・同製品>鉄鋼>冷間仕上鋼材
PRCG20_2400350012,export_yen,品目,4,冷延電気鋼帯・広幅帯鋼,False,総平均>金属・同製品>鉄鋼>冷間仕上鋼材
PRCG20_2400350013,export_yen,品目,4,ステンレス冷延鋼板,True,総平均>金属・同製品>鉄鋼>冷間仕上鋼材
PRCG20_2400340005,export_yen,商品群,3,めっき鋼材,False,総平均>金属・同製品>鉄鋼
PRCG20_2400350014,export_yen,品目,4,亜鉛めっき鋼板,False,総平均>金属・同製品>鉄鋼>めっき鋼材
PRCG20_2400350015,export_yen,品目,4,ブリキ・クロムめっき鋼板,True,総平均>金属・同製品>鉄鋼>めっき鋼材
PRCG20_2400330002,export_yen,小類別,2,非鉄金属,False,総平均>金属・同製品
PRCG20_2400340006,export_yen,商品群,3,銅,False,総平均>金属・同製品>非鉄金属
PRCG20_2400350016,export_yen,品目,4,銅,True,総平均>金属・同製品>非鉄金属>銅
PRCG20_2400340007,export_yen,商品群,3,その他の非鉄金属地金,False,総平均>金属・同製品>非鉄金属
PRCG20_2400350017,export_yen,品目,4,金地金,True,総平均>金属・同製品>非鉄金属>その他の非鉄金属地金
PRCG20_2400340008,export_yen,商品群,3,伸銅品,False,総平均>金属・同製品>非鉄金属
PRCG20_2400350018,export_yen,品目,4,銅伸銅品,True,総平均>金属・同製品>非鉄金属>伸銅品
PRCG20_2400340009,export_yen,商品群,3,アルミ圧延製品,False,総平均>金属・同製品>非鉄金属
PRCG20_2400350019,export_yen,品目,4,アルミ圧延製品,True,総平均>金属・同製品>非鉄金属>アルミ圧延製品
PRCG20_2400340010,export_yen,商品群,3,その他の非鉄金属製品,False,総平均>金属・同製品>非鉄金属
PRCG20_2400350020,export_yen,品目,4,貴金属展伸材,True,総平均>金属・同製品>非鉄金属>その他の非鉄金属製品
PRCG20_2400330003,export_yen,小類別,2,金属製品,False,総平均>金属・同製品
PRCG20_2400340011,export_yen,商品群,3,ガス・石油機器・暖房・調理装置,False,総平均>金属・同製品>金属製品
PRCG20_2400350021,export_yen,品目,4,ガス・石油機器,True,総平均>金属・同製品>金属製品>ガス・石油機器・暖房・調理装置
PRCG20_2400340012,export_yen,商品群,3,ボルト・ナット・リベット・スプリング,False,総平均>金属・同製品>金属製品
PRCG20_2400350022,export_yen,品目,4,ボルト・ナット・ねじ,True,総平均>金属・同製品>金属製品>ボルト・ナット・リベット・スプリング
PRCG20_2400340013,export_yen,商品群,3,配管工事附属品・粉末や金製品・道具類,False,総平均>金属・同製品>金属製品
PRCG20_2400350023,export_yen,品目,4,粉末や金製品,True,総平均>金属・同製品>金属製品>配管工事附属品・粉末や金製品・道具類
PRCG20_2400340014,export_yen,商品群,3,その他の金属製品,False,総平均>金属・同製品>金属製品
PRCG20_2400350024,export_yen,品目,4,錠・かぎ・建築用金物,True,総平均>金属・同製品>金属製品>その他の金属製品
PRCG20_2400330004,export_yen,小類別,2,鉄屑,False,総平均>金属・同製品
PRCG20_2400340015,export_yen,商品群,3,鉄屑,False,総平均>金属・同製品>鉄屑
PRCG20_2400350025,export_yen,品目,4,鉄屑,True,総平均>金属・同製品>鉄屑>鉄屑
PRCG20_2400330005,export_yen,小類別,2,非鉄金属屑,False,総平均>金属・同製品
PRCG20_2400340016,export_yen,商品群,3,非鉄金属屑,False,総平均>金属・同製品>非鉄金属屑
PRCG20_2400350026,export_yen,品目,4,銅屑,True,総平均>金属・同製品>非鉄金属屑>非鉄金属屑
PRCG20_2400420001,export_yen,類別,1,はん用・生産用・業務用機器,False,総平均
PRCG20_2400430001,export_yen,小類別,2,はん用機器,False,総平均>はん用・生産用・業務用機器
PRCG20_2400440001,export_yen,商品群,3,タービン,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450001,export_yen,品目,4,タービン,True,総平均>はん用・生産用・業務用機器>はん用機器>タービン
PRCG20_2400440002,export_yen,商品群,3,原動機,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450002,export_yen,品目,4,はん用内燃機関,True,総平均>はん用・生産用・業務用機器>はん用機器>原動機
PRCG20_2400440003,export_yen,商品群,3,ポンプ・圧縮機,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450003,export_yen,品目,4,ポンプ,True,総平均>はん用・生産用・業務用機器>はん用機器>ポンプ・圧縮機
PRCG20_2400450004,export_yen,品目,4,圧縮機,False,総平均>はん用・生産用・業務用機器>はん用機器>ポンプ・圧縮機
PRCG20_2400450005,export_yen,品目,4,油空圧機器,True,総平均>はん用・生産用・業務用機器>はん用機器>ポンプ・圧縮機
PRCG20_2400440004,export_yen,商品群,3,冷凍機・温湿調整装置,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450006,export_yen,品目,4,業務用エアコン,True,総平均>はん用・生産用・業務用機器>はん用機器>冷凍機・温湿調整装置
PRCG20_2400440005,export_yen,商品群,3,ベアリング,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450007,export_yen,品目,4,玉軸受,True,総平均>はん用・生産用・業務用機器>はん用機器>ベアリング
PRCG20_2400450008,export_yen,品目,4,ころ軸受,True,総平均>はん用・生産用・業務用機器>はん用機器>ベアリング
PRCG20_2400440006,export_yen,商品群,3,その他のはん用機械,False,総平均>はん用・生産用・業務用機器>はん用機器
PRCG20_2400450009,export_yen,品目,4,動力伝導装置,True,総平均>はん用・生産用・業務用機器>はん用機器>その他のはん用機械
PRCG20_2400450010,export_yen,品目,4,バルブ,True,総平均>はん用・生産用・業務用機器>はん用機器>その他のはん用機械
PRCG20_2400430002,export_yen,小類別,2,生産用機器,False,総平均>はん用・生産用・業務用機器
PRCG20_2400440007,export_yen,商品群,3,農業用機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450011,export_yen,品目,4,農業用トラクタ,True,総平均>はん用・生産用・業務用機器>生産用機器>農業用機械
PRCG20_2400440008,export_yen,商品群,3,建設・鉱山機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450012,export_yen,品目,4,掘さく機,True,総平均>はん用・生産用・業務用機器>生産用機器>建設・鉱山機械
PRCG20_2400450013,export_yen,品目,4,建設用クレーン,True,総平均>はん用・生産用・業務用機器>生産用機器>建設・鉱山機械
PRCG20_2400450014,export_yen,品目,4,建設用トラクタ,True,総平均>はん用・生産用・業務用機器>生産用機器>建設・鉱山機械
PRCG20_2400440009,export_yen,商品群,3,繊維機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450015,export_yen,品目,4,繊維機械,True,総平均>はん用・生産用・業務用機器>生産用機器>繊維機械
PRCG20_2400440010,export_yen,商品群,3,生活関連産業用機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450016,export_yen,品目,4,印刷関連機械,True,総平均>はん用・生産用・業務用機器>生産用機器>生活関連産業用機械
PRCG20_2400450017,export_yen,品目,4,包装・荷造機械,True,総平均>はん用・生産用・業務用機器>生産用機器>生活関連産業用機械
PRCG20_2400440011,export_yen,商品群,3,鋳造装置・プラスチック加工機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450018,export_yen,品目,4,プラスチック加工機械,True,総平均>はん用・生産用・業務用機器>生産用機器>鋳造装置・プラスチック加工機械
PRCG20_2400440012,export_yen,商品群,3,金属工作機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450019,export_yen,品目,4,旋盤,True,総平均>はん用・生産用・業務用機器>生産用機器>金属工作機械
PRCG20_2400450020,export_yen,品目,4,研削盤,True,総平均>はん用・生産用・業務用機器>生産用機器>金属工作機械
PRCG20_2400450021,export_yen,品目,4,マシニングセンタ,True,総平均>はん用・生産用・業務用機器>生産用機器>金属工作機械
PRCG20_2400440013,export_yen,商品群,3,金属加工機械,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450022,export_yen,品目,4,プレス機械,True,総平均>はん用・生産用・業務用機器>生産用機器>金属加工機械
PRCG20_2400440014,export_yen,商品群,3,機械工具,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450023,export_yen,品目,4,機械工具,True,総平均>はん用・生産用・業務用機器>生産用機器>機械工具
PRCG20_2400440015,export_yen,商品群,3,半導体製造装置,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450024,export_yen,品目,4,半導体製造装置（除フラットパネルディスプレイ製造装置）,True,総平均>はん用・生産用・業務用機器>生産用機器>半導体製造装置
PRCG20_2400450025,export_yen,品目,4,フラットパネルディスプレイ製造装置,True,総平均>はん用・生産用・業務用機器>生産用機器>半導体製造装置
PRCG20_2400440016,export_yen,商品群,3,ロボット,False,総平均>はん用・生産用・業務用機器>生産用機器
PRCG20_2400450026,export_yen,品目,4,ロボット,True,総平均>はん用・生産用・業務用機器>生産用機器>ロボット
PRCG20_2400430003,export_yen,小類別,2,業務用機器,False,総平均>はん用・生産用・業務用機器
PRCG20_2400440017,export_yen,商品群,3,計測機器,False,総平均>はん用・生産用・業務用機器>業務用機器
PRCG20_2400450027,export_yen,品目,4,精密測定器,True,総平均>はん用・生産用・業務用機器>業務用機器>計測機器
PRCG20_2400450028,export_yen,品目,4,分析機器,True,総平均>はん用・生産用・業務用機器>業務用機器>計測機器
PRCG20_2400440018,export_yen,商品群,3,医療用機械器具,False,総平均>はん用・生産用・業務用機器>業務用機器
PRCG20_2400450029,export_yen,品目,4,医療用機器,True,総平均>はん用・生産用・業務用機器>業務用機器>医療用機械器具
PRCG20_2400440019,export_yen,商品群,3,光学機械・レンズ,False,総平均>はん用・生産用・業務用機器>業務用機器
PRCG20_2400450030,export_yen,品目,4,顕微鏡・拡大鏡,True,総平均>はん用・生産用・業務用機器>業務用機器>光学機械・レンズ
PRCG20_2400450031,export_yen,品目,4,カメラ用交換レンズ,True,総平均>はん用・生産用・業務用機器>業務用機器>光学機械・レンズ
PRCG20_2400450032,export_yen,品目,4,光学レンズ,True,総平均>はん用・生産用・業務用機器>業務用機器>光学機械・レンズ
PRCG20_2400520001,export_yen,類別,1,電気・電子機器,False,総平均
PRCG20_2400530001,export_yen,小類別,2,電子部品・デバイス,False,総平均>電気・電子機器
PRCG20_2400540001,export_yen,商品群,3,半導体素子,False,総平均>電気・電子機器>電子部品・デバイス
PRCG20_2400550001,export_yen,品目,4,光電変換素子,True,総平均>電気・電子機器>電子部品・デバイス>半導体素子
PRCG20_2400550002,export_yen,品目,4,ダイオード・整流素子,True,総平均>電気・電子機器>電子部品・デバイス>半導体素子
PRCG20_2400550003,export_yen,品目,4,トランジスタ,True,総平均>電気・電子機器>電子部品・デバイス>半導体素子
PRCG20_2400540002,export_yen,商品群,3,集積回路,False,総平均>電気・電子機器>電子部品・デバイス
PRCG20_2400550004,export_yen,品目,4,線形回路・混成集積回路,True,総平均>電気・電子機器>電子部品・デバイス>集積回路
PRCG20_2400550005,export_yen,品目,4,モス型集積回路（除モス型メモリ集積回路）,True,総平均>電気・電子機器>電子部品・デバイス>集積回路
PRCG20_2400550006,export_yen,品目,4,モス型メモリ集積回路,True,総平均>電気・電子機器>電子部品・デバイス>集積回路
PRCG20_2400540003,export_yen,商品群,3,液晶パネル,False,総平均>電気・電子機器>電子部品・デバイス
PRCG20_2400550007,export_yen,品目,4,液晶パネル,True,総平均>電気・電子機器>電子部品・デバイス>液晶パネル
PRCG20_2400540004,export_yen,商品群,3,電子回路,False,総平均>電気・電子機器>電子部品・デバイス
PRCG20_2400550008,export_yen,品目,4,プリント配線板,True,総平均>電気・電子機器>電子部品・デバイス>電子回路
PRCG20_2400540005,export_yen,商品群,3,その他の電子部品,False,総平均>電気・電子機器>電子部品・デバイス
PRCG20_2400550009,export_yen,品目,4,電子機器用抵抗器,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550010,export_yen,品目,4,電子機器用コンデンサ,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550011,export_yen,品目,4,電子機器用変成器,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550012,export_yen,品目,4,電子機器用コネクタ,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550013,export_yen,品目,4,電子機器用スイッチ,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550014,export_yen,品目,4,ユニット部品,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550015,export_yen,品目,4,水晶振動子,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550016,export_yen,品目,4,シリコンウエハ,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550017,export_yen,品目,4,圧電機能素子・フィルタ,True,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400550018,export_yen,品目,4,センサデバイス,False,総平均>電気・電子機器>電子部品・デバイス>その他の電子部品
PRCG20_2400530002,export_yen,小類別,2,電気機器,False,総平均>電気・電子機器
PRCG20_2400540006,export_yen,商品群,3,回転電気機械,False,総平均>電気・電子機器>電気機器
PRCG20_2400550019,export_yen,品目,4,発電機,True,総平均>電気・電子機器>電気機器>回転電気機械
PRCG20_2400550020,export_yen,品目,4,電動機,True,総平均>電気・電子機器>電気機器>回転電気機械
PRCG20_2400540007,export_yen,商品群,3,配線器具,False,総平均>電気・電子機器>電気機器
PRCG20_2400550021,export_yen,品目,4,配線器具,True,総平均>電気・電子機器>電気機器>配線器具
PRCG20_2400540008,export_yen,商品群,3,内燃機関電装品,False,総平均>電気・電子機器>電気機器
PRCG20_2400550022,export_yen,品目,4,充電発電機,True,総平均>電気・電子機器>電気機器>内燃機関電装品
PRCG20_2400550023,export_yen,品目,4,始動電動機,True,総平均>電気・電子機器>電気機器>内燃機関電装品
PRCG20_2400550024,export_yen,品目,4,点火プラグ,True,総平均>電気・電子機器>電気機器>内燃機関電装品
PRCG20_2400540009,export_yen,商品群,3,その他の産業用電気機器,False,総平均>電気・電子機器>電気機器
PRCG20_2400550025,export_yen,品目,4,電気溶接機,True,総平均>電気・電子機器>電気機器>その他の産業用電気機器
PRCG20_2400550026,export_yen,品目,4,電力変換装置,True,総平均>電気・電子機器>電気機器>その他の産業用電気機器
PRCG20_2400540010,export_yen,商品群,3,民生用電気機器,False,総平均>電気・電子機器>電気機器
PRCG20_2400550027,export_yen,品目,4,民生用電気機器,True,総平均>電気・電子機器>電気機器>民生用電気機器
PRCG20_2400540011,export_yen,商品群,3,電子応用装置,False,総平均>電気・電子機器>電気機器
PRCG20_2400550028,export_yen,品目,4,Ｘ線装置・医療用電子応用装置,True,総平均>電気・電子機器>電気機器>電子応用装置
PRCG20_2400540012,export_yen,商品群,3,電気計測器,False,総平均>電気・電子機器>電気機器
PRCG20_2400550029,export_yen,品目,4,電気測定器,True,総平均>電気・電子機器>電気機器>電気計測器
PRCG20_2400550030,export_yen,品目,4,半導体・ＩＣ測定器,True,総平均>電気・電子機器>電気機器>電気計測器
PRCG20_2400550031,export_yen,品目,4,工業計器,True,総平均>電気・電子機器>電気機器>電気計測器
PRCG20_2400540013,export_yen,商品群,3,電球類,False,総平均>電気・電子機器>電気機器
PRCG20_2400550032,export_yen,品目,4,電球類,True,総平均>電気・電子機器>電気機器>電球類
PRCG20_2400540014,export_yen,商品群,3,電気照明器具,False,総平均>電気・電子機器>電気機器
PRCG20_2400550033,export_yen,品目,4,電気照明器具,True,総平均>電気・電子機器>電気機器>電気照明器具
PRCG20_2400540015,export_yen,商品群,3,電池,False,総平均>電気・電子機器>電気機器
PRCG20_2400550034,export_yen,品目,4,アルカリ蓄電池,True,総平均>電気・電子機器>電気機器>電池
PRCG20_2400550035,export_yen,品目,4,リチウムイオン蓄電池,True,総平均>電気・電子機器>電気機器>電池
PRCG20_2400550036,export_yen,品目,4,乾電池,True,総平均>電気・電子機器>電気機器>電池
PRCG20_2400530003,export_yen,小類別,2,情報通信機器,False,総平均>電気・電子機器
PRCG20_2400540016,export_yen,商品群,3,無線電気通信機器,False,総平均>電気・電子機器>情報通信機器
PRCG20_2400550037,export_yen,品目,4,無線電気通信機器,True,総平均>電気・電子機器>情報通信機器>無線電気通信機器
PRCG20_2400540017,export_yen,商品群,3,ビデオ機器・デジタルカメラ,False,総平均>電気・電子機器>情報通信機器
PRCG20_2400550038,export_yen,品目,4,ビデオ機器・デジタルカメラ,True,総平均>電気・電子機器>情報通信機器>ビデオ機器・デジタルカメラ
PRCG20_2400540018,export_yen,商品群,3,パーソナルコンピュータ・電子計算機附属装置,False,総平均>電気・電子機器>情報通信機器
